name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vancouver,2021-11-23,9.4,4.6,7.2,8.6,2.7,5.6,4.8,85,0.119,100,12.5,rain,0,0,46.1,25.5,281.5,1015.5,44.1,36.5,57.3,5,3,,2021-11-23T07:35:45,2021-11-23T16:21:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71211099999,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-24,7.2,4,5.9,7,2.7,4.7,4.2,89.2,2.83,100,37.5,rain,0,0,,11.7,77.3,1028.1,93.2,26.5,12.6,1,1,,2021-11-24T07:37:13,2021-11-24T16:21:00,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-25,7.4,5.6,6.6,7.4,2.7,4.6,5.6,93.8,43.711,100,91.67,rain,0,0,37.1,19.6,74.4,1020.7,98.2,10.3,3,0,0,,2021-11-25T07:38:39,2021-11-25T16:20:12,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-26,10.1,6.7,7.7,10.1,4.7,7.4,6.7,93.6,4.311,100,20.83,rain,0,0,,12,45.3,1020.9,82.1,25.3,32.5,2.8,2,,2021-11-26T07:40:04,2021-11-26T16:19:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-27,10.6,7.2,8.5,10.6,5.6,7.5,7.8,95.3,29.217,100,70.83,rain,0,0,,13.2,79.5,1015.4,99.3,18.2,4.5,0.3,0,,2021-11-27T07:41:28,2021-11-27T16:18:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-28,12.2,9.9,11,12.2,8.9,11,10.6,97,32.887,100,83.33,rain,0,0,,12.3,81,1015.6,97.6,18.9,6.1,0.5,0,,2021-11-28T07:42:51,2021-11-28T16:18:02,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-29,11.4,9.6,10.2,11.4,8.7,10,9.7,96.5,1.344,100,41.67,rain,0,0,,9.3,86.2,1021.7,87.7,22.1,20.5,1.7,1,,2021-11-29T07:44:12,2021-11-29T16:17:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-11-30,10.8,9.1,10,10.8,7,9.5,9.4,96.2,37.645,100,95.83,rain,0,0,31.3,17.7,100,1019.5,98.2,22.4,3.1,0,0,,2021-11-30T07:45:31,2021-11-30T16:16:50,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-01,12.6,8.6,11.2,12.6,8.6,11.2,9.9,92,10.946,100,50,rain,0,0,44.3,19.2,129.5,1017.7,98.3,33.4,14,1.1,1,,2021-12-01T07:46:49,2021-12-01T16:16:18,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-02,8.5,1.5,6.6,8.5,1.5,4.7,2.9,78.3,0.277,100,20.83,rain,0,0,53.6,25.6,295.8,1024.6,44.1,33.4,46.8,4.1,2,,2021-12-02T07:48:05,2021-12-02T16:15:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-03,6.1,1.4,3.4,5.9,1.1,2.7,1,85.1,0,0,0,,0,0,,12.1,322.1,1026.2,77.9,33.9,44,3.8,3,,2021-12-03T07:49:20,2021-12-03T16:15:24,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-04,4.6,1.5,3.3,4.3,-2.1,2.2,1.3,87.2,1.647,100,33.33,rain,0,0,33.5,15.8,320.5,1020.6,66.2,24.7,21.6,1.8,2,,2021-12-04T07:50:33,2021-12-04T16:15:01,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-05,4.8,0.4,2.8,4.6,-2,2.4,0.2,83.2,0,0,0,,0,0,38.9,14.2,43.3,1032.3,73.2,34.3,20,1.8,1,,2021-12-05T07:51:43,2021-12-05T16:14:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-06,3.9,1.2,2.8,3.8,-0.9,2.1,2,94.5,5.604,100,62.5,"rain,snow",0,0,,7.8,44.6,1019.1,91.6,15.7,13.3,1,1,,2021-12-06T07:52:52,2021-12-06T16:14:24,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-07,7.3,3.5,5.3,6.9,3.5,4.7,4.9,97.2,3.351,100,87.5,rain,0,0,,11.8,69.5,1014.4,87.1,10.5,12.5,1.1,1,,2021-12-07T07:53:59,2021-12-07T16:14:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-08,8.4,2.7,5.9,8.4,1.5,4.4,1.7,75.6,1.989,100,25,rain,0,0,63,26.3,273.9,1010.2,36.4,35,48,4.2,2,,2021-12-08T07:55:03,2021-12-08T16:13:59,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-09,5.2,1.9,3.6,5.2,0,2.7,1.8,87.7,0.173,100,20.83,rain,0,0,,10,30.1,1012,61.5,33.2,27,2.4,2,,2021-12-09T07:56:06,2021-12-09T16:13:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-10,6.9,1.4,3.9,6.7,0.4,2.7,2.5,90.5,18.356,100,58.33,rain,0,0,38.9,18.2,97.5,1012.9,88.1,23.3,5.8,0.3,0,,2021-12-10T07:57:06,2021-12-10T16:13:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-11,8.2,4.2,6.5,8.2,1.2,4.8,3.7,82.5,4.464,100,58.33,rain,0,0,48.2,21.5,203.5,995.9,58.3,33.2,22.7,2.1,1,,2021-12-11T07:58:04,2021-12-11T16:13:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-12,4.6,2.6,3.7,4.6,-0.3,2.1,2.4,90.8,4.804,100,54.17,rain,0,0,37.1,16,121.3,999.7,81.4,26.5,13.3,1,1,,2021-12-12T07:58:59,2021-12-12T16:13:47,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-13,6.2,3.2,4.7,6.2,-0.2,3.4,2.7,87,7.92,100,54.17,rain,0,0,40.7,18.8,71.8,997.1,93.8,27.3,17.1,1.5,1,,2021-12-13T07:59:52,2021-12-13T16:13:52,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-14,4.7,3,3.7,4.7,0,2,2.3,90.4,1.003,100,62.5,rain,0,0,,13.6,86.1,1006.3,61.3,35.4,19.5,1.7,1,,2021-12-14T08:00:42,2021-12-14T16:14:00,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-15,7.6,3.6,5.3,7.6,0,3.7,1.7,77.8,0.127,100,20.83,rain,0,0,38.9,17,79,1007.4,90.6,32.5,26.9,2.5,2,,2021-12-15T08:01:30,2021-12-15T16:14:11,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-16,6.6,1.6,4,6.6,0,3.1,1.8,85.7,0.922,100,37.5,rain,0,0,35.3,17.5,6.3,1014.7,48.3,29.3,23,2,2,,2021-12-16T08:02:15,2021-12-16T16:14:25,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-17,3.7,0.1,2,3.4,-1.5,0.8,0.1,87,2.844,100,33.33,rain,0,0,55.4,14.5,71.9,1025.4,85.3,26.3,10.6,0.7,0,,2021-12-17T08:02:58,2021-12-17T16:14:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-18,6.9,2.3,4.6,6.9,-1.4,2.7,3.4,92.4,34.588,100,75,rain,0,0,40.7,20.9,81.1,1009.1,73.6,21.2,14.3,1.2,2,,2021-12-18T08:03:37,2021-12-18T16:15:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-19,5.8,1.1,3,5.6,1.1,2.6,0.7,85.3,0.237,100,12.5,"rain,snow",0,0,,12.3,9.7,1016.2,19,34.9,42.1,3.6,2,,2021-12-19T08:04:14,2021-12-19T16:15:26,0.52,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-20,3,-1.5,0.5,3,-2.6,0,-3,78.1,0.635,100,25,"rain,snow",0,0,,8.2,51.5,1020.3,25.5,35,42.7,3.8,2,,2021-12-20T08:04:48,2021-12-20T16:15:52,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-21,2.9,-2.4,0.1,2.8,-4.1,-0.5,-1.3,90.7,8.981,100,41.67,"rain,snow",0,0,,9.3,53.8,1018,66.2,23.6,15.1,1.3,1,,2021-12-21T08:05:20,2021-12-21T16:16:21,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-22,8.9,3.2,6.6,8.4,0.3,4.9,5.3,92.1,2.096,100,79.17,rain,0,0,35.3,17.1,106,999.6,93.7,24.4,14,1,1,,2021-12-22T08:05:48,2021-12-22T16:16:54,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-23,5.1,2.9,4.2,4.8,0,2.3,1,80.2,0.275,100,12.5,rain,0,0,36.9,16.4,283.5,994.2,74.3,31.3,33.1,2.9,2,,2021-12-23T08:06:13,2021-12-23T16:17:29,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-24,4.2,0.5,2.4,4.2,-2.2,0.8,1.4,93.7,4.278,100,91.67,"rain,snow",0,0.1,35.3,15.9,81.2,991.6,83,14.8,21.6,1.8,1,,2021-12-24T08:06:36,2021-12-24T16:18:07,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-25,1.3,-3.9,-1.2,1,-7.2,-3.8,-2.5,90.8,2.835,100,54.17,"rain,snow",0.2,0.2,35.3,15.2,61.9,996.4,84.6,16.8,15.3,1.4,1,,2021-12-25T08:06:55,2021-12-25T16:18:48,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71608099999,CWWA,71784099999,D3147,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-26,-4,-6.9,-5.5,-4.9,-10.8,-7.8,-10.3,69.6,0.408,100,29.17,snow,0.1,0.3,,9.1,72.9,1001.4,77.9,21.1,10.5,1,0,,2021-12-26T08:07:11,2021-12-26T16:19:32,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-27,-6.3,-10.6,-8.5,-6.7,-14.6,-11.2,-13.1,69.5,0.057,100,12.5,snow,0,0.2,,9.8,75.5,1011.6,71.7,28.6,26,2.1,1,,2021-12-27T08:07:25,2021-12-27T16:20:18,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-28,-1.8,-8.3,-5.3,-1.8,-11.8,-6.1,-8.5,78.3,0.004,100,4.17,snow,0,0.2,,8.5,66.2,1011.2,56.8,32.8,43.9,3.8,3,,2021-12-28T08:07:35,2021-12-28T16:21:07,0.83,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-29,-3.1,-6.2,-4.5,-3.1,-10.3,-6.6,-9.1,71.5,0.483,100,8.33,snow,0.8,0.5,57.2,13.8,73.2,1013.6,59.8,29.5,32.9,2.9,2,,2021-12-29T08:07:42,2021-12-29T16:21:59,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-30,0.4,-3.7,-2.1,0.4,-8.9,-3.3,-3.8,88.9,17.506,100,50,"rain,snow",0.5,1,33.5,15.7,40.9,1005.6,53.1,23.1,59.6,5.1,3,,2021-12-30T08:07:46,2021-12-30T16:22:54,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-12-31,-1,-4.8,-3.1,-1,-7.8,-4.2,-7.2,74.3,0,0,0,,0,0.4,,8.7,70.2,1018.1,36.7,33.6,50.1,4.2,3,,2021-12-31T08:07:47,2021-12-31T16:23:51,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-01,3.2,-4.2,-0.4,3.2,-6.8,-2.7,-4.8,72.9,0.01,100,8.33,rain,0.2,0.4,36.6,21.8,79.1,1021.3,93.9,34.5,18.3,1.6,1,,2022-01-01T08:07:45,2022-01-01T16:24:50,0.97,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-02,5.4,1.1,4.1,5.3,-3.2,1.4,1.6,84.5,11.435,100,87.5,"rain,snow",0.1,0.5,53.6,23,95.3,1004.8,88.9,26.3,9.7,0.7,0,,2022-01-02T08:07:40,2022-01-02T16:25:52,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-03,5,1.5,3.7,4.8,-1.7,1.7,1.7,86.8,10.753,100,66.67,"rain,snow",0,0.2,44.3,22,119.7,997.1,81.9,28.3,22.8,1.9,2,,2022-01-03T08:07:32,2022-01-03T16:26:56,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"71608099999,CWWA,71211099999,71775099999,71784099999,E9431,71892099999,CWMM,71042099999,71201099999,F1856"
vancouver,2022-01-04,4.2,-0.4,2.2,4,-2,0.5,1.3,93.9,17.194,100,83.33,"rain,snow",0,0.2,40.7,16.6,100.2,1012.6,78.1,19.6,13.8,1.2,1,,2022-01-04T08:07:21,2022-01-04T16:28:03,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"71608099999,CWWA,71784099999,D3147,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-05,1.4,-1.7,-0.1,1.4,-6.6,-1.2,-1.2,92.2,1.082,100,37.5,"rain,snow",0.3,0.3,90.7,15.6,52.7,1020.8,97.1,19.7,11.5,1,1,,2022-01-05T08:07:07,2022-01-05T16:29:11,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-06,4,-2,0.9,0.3,-6.8,-2.7,0.5,96.9,9.925,100,75,"rain,snow",0.2,0.5,25.9,25.7,84.7,1002.1,98.7,10.1,4.7,0.3,0,,2022-01-06T08:06:49,2022-01-06T16:30:22,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71608099999,CWWA,71784099999,KORS,71892099999,71042099999,71201099999,71108099999,F1856"
vancouver,2022-01-07,4.1,0.5,2.7,2,-5.7,-2.7,-0.6,80.4,0.136,100,20.83,rain,0,0.2,35.3,59.2,287.4,998.6,89.7,32.6,48.8,4.3,3,,2022-01-07T08:06:29,2022-01-07T16:31:35,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KORS,71892099999,71108099999,F1856"
vancouver,2022-01-08,3.8,0.6,2.2,3.5,-1.9,0.8,0,85.7,7.076,100,50,"rain,snow",0,0.1,,12.6,57.6,1021.8,84.3,24.7,11.7,1,1,,2022-01-08T08:06:06,2022-01-08T16:32:50,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-09,7.2,1.5,4.4,7.2,1.5,4,2.8,89.1,2.362,100,8.33,rain,0,0.2,70.2,7.9,27.3,1026.4,49.6,29.9,53.9,4.7,3,,2022-01-09T08:05:40,2022-01-09T16:34:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-10,7.4,2.3,5.4,7.4,1.6,4.2,4,91.1,8.805,100,54.17,rain,0,0.1,63,14.6,70.1,1025.1,84.6,24.6,6.2,0.5,0,10,2022-01-10T08:05:11,2022-01-10T16:35:25,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,F1130,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-11,8.4,7.2,7.9,8.3,4.6,6.5,7.3,95.7,23.566,100,58.33,rain,0,0.8,30.2,14.6,92.7,1019.6,100,23.4,5,0.4,0,10,2022-01-11T08:04:39,2022-01-11T16:36:45,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-12,9,7.4,8.2,8.9,5.7,7.2,7.9,97.5,42.825,100,75,rain,0,0.6,28.8,13.9,76.3,1017.7,99.2,16.5,2.5,0.1,0,10,2022-01-12T08:04:04,2022-01-12T16:38:07,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-13,10.6,6.5,8.3,10.6,5.4,7.9,6.8,90.2,0.023,100,12.5,rain,0,1.7,18,10.9,38.9,1022.3,78.9,34.2,32.2,2.8,2,10,2022-01-13T08:03:26,2022-01-13T16:39:30,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-14,8.4,6.6,7.3,8.4,5.4,7.1,5.9,91.5,0.181,100,4.17,rain,0,2.3,7.2,7.8,64.6,1030.9,98.3,31,22.6,1.9,1,10,2022-01-14T08:02:46,2022-01-14T16:40:55,0.4,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-15,7.1,4.9,6.3,7.1,4.9,6.2,5.4,93.8,0.106,100,8.33,rain,0,2.1,4,6,21.8,1028,87,11.2,16.2,1.4,1,10,2022-01-15T08:02:03,2022-01-15T16:42:22,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-16,7.3,5,5.6,7.3,4.6,5.6,4.6,93.5,0,0,0,,0,1.6,5,5.5,296.5,1023.6,93.7,7.2,26,2.2,2,10,2022-01-16T08:01:17,2022-01-16T16:43:50,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-17,7.5,4.6,6,7.5,3.5,5.2,4.8,91.8,0.673,100,25,rain,0,0.8,16.6,11.2,84.7,1016.4,94.9,18.7,21.9,1.9,2,10,2022-01-17T08:00:28,2022-01-17T16:45:19,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-18,7.7,5.6,6.4,7.7,5.6,6.4,6.1,97.4,3.42,100,70.83,rain,0,0,10.1,4.2,3.3,1019.4,100,7.1,12.7,1,1,10,2022-01-18T07:59:37,2022-01-18T16:46:49,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-19,8.1,6.2,7,8.1,5.3,6.5,6.5,97.1,7.494,100,62.5,rain,0,0,33.5,9.8,67.7,1024.9,100,23.8,15.9,1.5,1,10,2022-01-19T07:58:43,2022-01-19T16:48:20,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWWA,71211099999,CWEL,71892099999,CWMM,71608099999,71775099999,71784099999,CWEZ,CWWK,71042099999,71201099999,F1856"
vancouver,2022-01-20,9.7,5.4,7.6,9.7,2.4,6.3,6.6,93.3,18.285,100,37.5,rain,0,0,42.5,22.7,336.7,1022.2,69.1,28.4,45,4,3,10,2022-01-20T07:57:47,2022-01-20T16:49:53,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,CWEL,CWEZ,CWWK,71892099999,CWMM,71042099999,71201099999,F1856"
vancouver,2022-01-21,7.3,5.3,6.1,7.3,4.1,6,4.5,89.7,0,0,0,,0,0,11.2,7.9,316.9,1036.6,84,26.8,38.2,3.3,3,10,2022-01-21T07:56:48,2022-01-21T16:51:26,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,D3147,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-22,8,2.7,5.1,8,2,4.6,3.4,89.2,0,0,0,,0,0,4.7,9.2,307.2,1034.9,64.2,29.8,63.1,5.6,3,10,2022-01-22T07:55:46,2022-01-22T16:53:01,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-23,4.6,2.3,3.3,4.6,1,3,2.6,95.4,0,0,0,,0,0,4.3,7.9,341,1029.3,91.6,17.1,17.6,1.6,1,10,2022-01-23T07:54:43,2022-01-23T16:54:36,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-24,3.9,2.1,2.8,3.9,0.8,2.5,2.2,95.4,0,0,0,,0,0,6.5,6.8,346.8,1026.8,48.5,8.8,22.1,2,1,10,2022-01-24T07:53:37,2022-01-24T16:56:12,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-25,2.8,0.6,2.1,2.7,0.6,1.7,1.4,95.1,0,0,0,,0,0,4,6.2,327.1,1027.1,80.2,19.3,38.8,3.3,2,10,2022-01-25T07:52:28,2022-01-25T16:57:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-26,4.7,1.7,2.5,4.7,-0.2,2.2,1.6,93.8,0,0,0,,0,0,5.8,6.9,329.3,1026.8,64.9,21.3,53.1,4.6,3,10,2022-01-26T07:51:17,2022-01-26T16:59:26,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-27,4.6,1.2,2.4,4.6,1.2,2.3,1.6,94.7,0,0,0,,0,0,4,5.8,329.2,1029.3,51.4,18.9,71,6,3,10,2022-01-27T07:50:05,2022-01-27T17:01:04,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-28,7.1,0.6,3.5,7.1,0.6,3.2,1.3,86.2,0.005,100,4.17,rain,0,0,8.3,8.9,82.6,1026.4,61.4,28.4,58.4,4.9,3,10,2022-01-28T07:48:50,2022-01-28T17:02:42,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2022-01-29,6.8,1.9,4.5,6.4,1.3,4,1.7,82.2,5.338,100,25,rain,0,0,13.7,11.4,63.3,1023.5,89.2,30.8,28.8,2.4,1,10,2022-01-29T07:47:32,2022-01-29T17:04:21,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
